Census Year,Subject population,Religious affiliation,Religious affiliation Code,Territorial authority,Territorial authority Code,Unit,Value,Value Unit,Value Label,Null Reason
2018,Census usually resident population,Serbian Orthodox,Serbian Orthodox,Timaru,Timaru District,Count,6,number,Number of people,
2018,Census usually resident population,Serbian Orthodox,Serbian Orthodox,Timaru,Timaru District,Percentage of total stated,0.01296008294453,percentage,% of people,
2018,Census usually resident population,Orthodox (not elsewhere classified),Orthodox nec,Timaru,Timaru District,Count,3,number,Number of people,
2018,Census usually resident population,Orthodox (not elsewhere classified),Orthodox nec,Timaru,Timaru District,Percentage of total stated,0.006480041472265,percentage,% of people,
2018,Census usually resident population,Pentecostal (not further defined),Pentecostal nfd,Timaru,Timaru District,Count,132,number,Number of people,
2018,Census usually resident population,Pentecostal (not further defined),Pentecostal nfd,Timaru,Timaru District,Percentage of total stated,0.2851218247797,percentage,% of people,
2018,Census usually resident population,ACTS Churches,ACTS Churches,Timaru,Timaru District,Count,30,number,Number of people,
2018,Census usually resident population,ACTS Churches,ACTS Churches,Timaru,Timaru District,Percentage of total stated,0.06480041472265,percentage,% of people,
2018,Census usually resident population,Assemblies of God,Assemblies of God,Timaru,Timaru District,Count,78,number,Number of people,
2018,Census usually resident population,Assemblies of God,Assemblies of God,Timaru,Timaru District,Percentage of total stated,0.1684810782789,percentage,% of people,
2018,Census usually resident population,Christian Fellowship,Christian Fellowship,Timaru,Timaru District,Count,102,number,Number of people,
2018,Census usually resident population,Christian Fellowship,Christian Fellowship,Timaru,Timaru District,Percentage of total stated,0.220321410057,percentage,% of people,
2018,Census usually resident population,Christian Outreach,Christian Outreach,Timaru,Timaru District,Count,9,number,Number of people,
2018,Census usually resident population,Christian Outreach,Christian Outreach,Timaru,Timaru District,Percentage of total stated,0.0194401244168,percentage,% of people,
2018,Census usually resident population,Christian Revival Crusade,Christian Revival Crusade,Timaru,Timaru District,Count,6,number,Number of people,
2018,Census usually resident population,Christian Revival Crusade,Christian Revival Crusade,Timaru,Timaru District,Percentage of total stated,0.01296008294453,percentage,% of people,
2018,Census usually resident population,Elim,Elim,Timaru,Timaru District,Count,9,number,Number of people,
2018,Census usually resident population,Elim,Elim,Timaru,Timaru District,Percentage of total stated,0.0194401244168,percentage,% of people,
2018,Census usually resident population,Full Gospel,Full Gospel,Timaru,Timaru District,Count,21,number,Number of people,
2018,Census usually resident population,Full Gospel,Full Gospel,Timaru,Timaru District,Percentage of total stated,0.04536029030586,percentage,% of people,
2018,Census usually resident population,Independent Pentecostal,Independent Pentecostal,Timaru,Timaru District,Count,9,number,Number of people,
2018,Census usually resident population,Independent Pentecostal,Independent Pentecostal,Timaru,Timaru District,Percentage of total stated,0.0194401244168,percentage,% of people,
2018,Census usually resident population,New Life,New Life,Timaru,Timaru District,Count,54,number,Number of people,
2018,Census usually resident population,New Life,New Life,Timaru,Timaru District,Percentage of total stated,0.1166407465008,percentage,% of people,
2018,Census usually resident population,Revival Centres,Revival Centres,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Revival Centres,Revival Centres,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,United Pentecostal,United Pentecostal,Timaru,Timaru District,Count,3,number,Number of people,
2018,Census usually resident population,United Pentecostal,United Pentecostal,Timaru,Timaru District,Percentage of total stated,0.006480041472265,percentage,% of people,
2018,Census usually resident population,Vineyard Christian Fellowship,Vineyard Christian Fellowship,Timaru,Timaru District,Count,3,number,Number of people,
2018,Census usually resident population,Vineyard Christian Fellowship,Vineyard Christian Fellowship,Timaru,Timaru District,Percentage of total stated,0.006480041472265,percentage,% of people,
2018,Census usually resident population,Arise Church,Arise Church,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Arise Church,Arise Church,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Commonwealth Covenant Church,Commonwealth Covenant Church,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Commonwealth Covenant Church,Commonwealth Covenant Church,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,City Impact Church,City Impact Church,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,City Impact Church,City Impact Church,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Destiny Church,Destiny Church,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Destiny Church,Destiny Church,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Equippers Church,Equippers Church,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Equippers Church,Equippers Church,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Pentecostal (not elsewhere classified),Pentecostal nec,Timaru,Timaru District,Count,6,number,Number of people,
2018,Census usually resident population,Pentecostal (not elsewhere classified),Pentecostal nec,Timaru,Timaru District,Percentage of total stated,0.01296008294453,percentage,% of people,
2018,Census usually resident population,Presbyterian,Presbyterian,Timaru,Timaru District,Count,4752,number,Number of people,
2018,Census usually resident population,Presbyterian,Presbyterian,Timaru,Timaru District,Percentage of total stated,10.26438569207,percentage,% of people,
2018,Census usually resident population,Congregational,Congregational,Timaru,Timaru District,Count,6,number,Number of people,
2018,Census usually resident population,Congregational,Congregational,Timaru,Timaru District,Percentage of total stated,0.01296008294453,percentage,% of people,
2018,Census usually resident population,Cook Island Congregational,Cook Island Congregational,Timaru,Timaru District,Count,0,number,Number of people,
2018,Census usually resident population,Cook Island Congregational,Cook Island Congregational,Timaru,Timaru District,Percentage of total stated,0,percentage,% of people,
2018,Census usually resident population,Samoan Congregational,Samoan Congregational,Timaru,Timaru District,Count,18,number,Number of people,
2018,Census usually resident population,Samoan Congregational,Samoan Congregational,Timaru,Timaru District,Percentage of total stated,0.03888024883359,percentage,% of people,
2018,Census usually resident population,Reformed,Reformed,Timaru,Timaru District,Count,12,number,Number of people,
2018,Census usually resident population,Reformed,Reformed,Timaru,Timaru District,Percentage of total stated,0.02592016588906,percentage,% of people,
2018,Census usually resident population,Chinese Presbyterian,Chinese Presbyterian,Timaru,Timaru District,Count,3,number,Number of people,
2018,Census usually resident population,Chinese Presbyterian,Chinese Presbyterian,Timaru,Timaru District,Percentage of total stated,0.006480041472265,percentage,% of people,
2018,Census usually resident population,Korean Presbyterian,Korean Presbyterian,Timaru,Timaru District,Count,9,number,Number of people,
2018,Census usually resident population,Korean Presbyterian,Korean Presbyterian,Timaru,Timaru District,Percentage of total stated,0.0194401244168,percentage,% of people,
2018,Census usually resident population,Protestant (not further defined),Protestant nfd,Timaru,Timaru District,Count,78,number,Number of people,
2018,Census usually resident population,Protestant (not further defined),Protestant nfd,Timaru,Timaru District,Percentage of total stated,0.1684810782789,percentage,% of people,
2018,Census usually resident population,Salvation Army,Salvation Army,Timaru,Timaru District,Count,120,number,Number of people,
2018,Census usually resident population,Salvation Army,Salvation Army,Timaru,Timaru District,Percentage of total stated,0.2592016588906,percentage,% of people,
2018,Census usually resident population,Uniting/Union Church,Uniting/Union Church,Timaru,Timaru District,Count,30,number,Number of people,
