"gisjoin","year","boundary_year","area_name","source_area_name","state_name","state_code","county_name","county_code","population_total","population_reference_year","church_or_edifice_count","church_count_basis","church_seating_count","church_seating_per_100_population","churches_or_edifices_per_10000_residents","church_property_value","member_count","members_per_100_population","land_area_sq_km","quality_flag"
"G2001950",1870,1870,"Trego, Kansas","Trego","Kansas","200","Trego","1950",166,1870,0,"total religious edifices from NHGIS table NT44 (AK8001)",0,0,0,0,,,2330.03,"wave_coverage_differs"
"G5501210",1870,1870,"Trempealeau, Wisconsin","Trempealeau","Wisconsin","550","Trempealeau","1210",10732,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",1270,11.8338,6.5225,19250,,,1921.75,"wave_coverage_differs"
"G2102210",1870,1870,"Trigg, Kentucky","Trigg","Kentucky","210","Trigg","2210",13686,1870,23,"total religious edifices from NHGIS table NT44 (AK8001)",4100,29.9576,16.8055,38000,,,1244.62,"wave_coverage_differs"
"G2102230",1870,1870,"Trimble, Kentucky","Trimble","Kentucky","210","Trimble","2230",5577,1870,18,"total religious edifices from NHGIS table NT44 (AK8001)",5550,99.5159,32.2754,21400,,,404.35,"wave_coverage_differs"
"G0601050",1870,1870,"Trinity, California","Trinity","California","060","Trinity","1050",3213,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",350,10.8932,9.3371,1750,,,8164.41,"wave_coverage_differs"
"G4804550",1870,1870,"Trinity, Texas","Trinity","Texas","480","Trinity","4550",4141,1870,9,"total religious edifices from NHGIS table NT44 (AK8001)",2200,53.1273,21.7339,6500,,,2582.43,"wave_coverage_differs"
"G1302850",1870,1870,"Troup, Georgia","Troup","Georgia","130","Troup","2850",17632,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",7525,42.6781,13.6116,81950,,,1146.07,"wave_coverage_differs"
"G3901550",1870,1870,"Trumbull, Ohio","Trumbull","Ohio","390","Trumbull","1550",38659,1870,117,"total religious edifices from NHGIS table NT44 (AK8001)",37700,97.5193,30.2646,420450,,,1646.04,"wave_coverage_differs"
"G5400930",1870,1870,"Tucker, West Virginia","Tucker","West Virginia","540","Tucker","0930",1907,1870,9,"total religious edifices from NHGIS table NT44 (AK8001)",1450,76.0357,47.1945,4100,,,1088.1,"wave_coverage_differs"
"G0601070",1870,1870,"Tulare, California","Tulare","California","060","Tulare","1070",4533,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",1200,26.4725,8.8242,9500,,,13765.84,"wave_coverage_differs"
"G2801430",1870,1870,"Tunica, Mississippi","Tunica","Mississippi","280","Tunica","1430",5358,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",1250,23.3296,11.1982,5350,,,1883.32,"wave_coverage_differs"
"G0601090",1870,1870,"Tuolumne, California","Tuolumne","California","060","Tuolumne","1090",8150,1870,9,"total religious edifices from NHGIS table NT44 (AK8001)",3600,44.1718,11.0429,17100,,,5890.8,"wave_coverage_differs"
"G0101250",1870,1870,"Tuscaloosa, Alabama","Tuscaloosa","Alabama","010","Tuscaloosa","1250",20081,1870,52,"total religious edifices from NHGIS table NT44 (AK8001)",13730,68.3731,25.8951,53700,,,3515.59,"wave_coverage_differs"
"G3901570",1870,1870,"Tuscarawas, Ohio","Tuscarawas","Ohio","390","Tuscarawas","1570",33840,1870,113,"total religious edifices from NHGIS table NT44 (AK8001)",34690,102.5118,33.3924,268100,,,1480.06,"wave_coverage_differs"
"G2601570",1870,1870,"Tuscola, Michigan","Tuscola","Michigan","260","Tuscola","1570",13714,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",2350,17.1358,8.7502,27850,,,2108.5,"wave_coverage_differs"
"G1302890",1870,1870,"Twiggs, Georgia","Twiggs","Georgia","130","Twiggs","2890",8545,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",5750,67.2908,14.0433,11500,,,964.15,"wave_coverage_differs"
"G4804570",1870,1870,"Tyler, Texas","Tyler","Texas","480","Tyler","4570",5010,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",900,17.9641,5.988,1500,,,2388.08,"wave_coverage_differs"
"G5400950",1870,1870,"Tyler, West Virginia","Tyler","West Virginia","540","Tyler","0950",7832,1870,22,"total religious edifices from NHGIS table NT44 (AK8001)",7700,98.3146,28.0899,15200,,,675.2,"wave_coverage_differs"
"G3701770",1870,1870,"Tyrrell, North Carolina","Tyrrell","North Carolina","370","Tyrrell","1770",4173,1870,18,"total religious edifices from NHGIS table NT44 (AK8001)",4500,107.8361,43.1344,6000,,,933.33,"wave_coverage_differs"
"G5650135",1870,1870,"Uinta, Wyoming Territory","Uinta","Wyoming Territory","565","Uinta","0135",856,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,36012.21,"wave_coverage_differs"
"G3601110",1870,1870,"Ulster, New York","Ulster","New York","360","Ulster","1110",84075,1870,149,"total religious edifices from NHGIS table NT44 (AK8001)",57488,68.377,17.7223,1309500,,,3006.36,"wave_coverage_differs"
"G4100590",1870,1870,"Umatilla, Oregon","Umatilla","Oregon","410","Umatilla","0590",2916,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",800,27.4348,10.2881,2500,,,13433.66,"wave_coverage_differs"
"G0501390",1870,1870,"Union, Arkansas","Union","Arkansas","050","Union","1390",10571,1870,21,"total religious edifices from NHGIS table NT44 (AK8001)",4200,39.7313,19.8657,6750,,,2732.89,"wave_coverage_differs"
"G0951735",1870,1870,"Union, Dakota Territory","Union","Dakota Territory","095","Union","1735",3507,1870,4,"total religious edifices from NHGIS table NT44 (AK8001)",1900,54.1774,11.4058,2400,,,1209.86,"wave_coverage_differs"
"G1302910",1870,1870,"Union, Georgia","Union","Georgia","130","Union","2910",5267,1870,18,"total religious edifices from NHGIS table NT44 (AK8001)",5400,102.5252,34.1751,4950,,,852.09,"wave_coverage_differs"
"G1701810",1870,1870,"Union, Illinois","Union","Illinois","170","Union","1810",16518,1870,25,"total religious edifices from NHGIS table NT44 (AK8001)",7650,46.3131,15.135,26600,,,1093.38,"wave_coverage_differs"
"G1801610",1870,1870,"Union, Indiana","Union","Indiana","180","Union","1610",6341,1870,17,"total religious edifices from NHGIS table NT44 (AK8001)",10200,160.8579,26.8097,69500,,,427.81,"wave_coverage_differs"
"G1901750",1870,1870,"Union, Iowa","Union","Iowa","190","Union","1750",5986,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1450,24.2232,8.3528,17950,,,1102.82,"wave_coverage_differs"
"G2102250",1870,1870,"Union, Kentucky","Union","Kentucky","210","Union","2250",13640,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",7100,52.0528,17.5953,66700,,,941.36,"wave_coverage_differs"
"G2201110",1870,1870,"Union, Louisiana","Union","Louisiana","220","Union","1110",11685,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",1400,11.9812,5.1348,17000,,,2491.88,"wave_coverage_differs"
"G3400390",1870,1870,"Union, New Jersey","Union","New Jersey","340","Union","0390",41859,1870,64,"total religious edifices from NHGIS table NT44 (AK8001)",28050,67.0107,15.2894,1327000,,,269.28,"wave_coverage_differs"
"G3701790",1870,1870,"Union, North Carolina","Union","North Carolina","370","Union","1790",12217,1870,49,"total religious edifices from NHGIS table NT44 (AK8001)",10495,85.9049,40.108,13940,,,1656.33,"wave_coverage_differs"
"G3901590",1870,1870,"Union, Ohio","Union","Ohio","390","Union","1590",18730,1870,48,"total religious edifices from NHGIS table NT44 (AK8001)",14130,75.4405,25.6273,107850,,,1131.49,"wave_coverage_differs"
"G4100610",1870,1870,"Union, Oregon","Union","Oregon","410","Union","0610",2552,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",250,9.7962,3.9185,300,,,15627.95,"wave_coverage_differs"
"G4201190",1870,1870,"Union, Pennsylvania","Union","Pennsylvania","420","Union","1190",15565,1870,40,"total religious edifices from NHGIS table NT44 (AK8001)",16000,102.7947,25.6987,246350,,,822.18,"wave_coverage_differs"
"G4500870",1870,1870,"Union, South Carolina","Union","South Carolina","450","Union","0870",19248,1870,38,"total religious edifices from NHGIS table NT44 (AK8001)",19200,99.7506,19.7423,36000,,,1631.55,"wave_coverage_differs"
"G4701730",1870,1870,"Union, Tennessee","Union","Tennessee","470","Union","1730",7605,1870,15,"total religious edifices from NHGIS table NT44 (AK8001)",3150,41.4201,19.7239,4600,,,652.37,"wave_coverage_differs"
"G3101733",1870,1870,"Unorganized, Nebraska","Unorganized Territory West of Madison County","Nebraska","310","Unorganized Territory West of Madison County","1733",183,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,59595.49,"wave_coverage_differs"
"G0951755",1870,1870,"Unorganized Territory, Dakota Territory","Unorganized Territory","Dakota Territory","095","Unorganized Territory","1755",2091,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,303288.44,"wave_coverage_differs"
"G4804590",1870,1870,"Upshur, Texas","Upshur","Texas","480","Upshur","4590",12039,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",4500,37.3785,9.9676,5500,,,2440.11,"wave_coverage_differs"
"G5400970",1870,1870,"Upshur, West Virginia","Upshur","West Virginia","540","Upshur","0970",8023,1870,31,"total religious edifices from NHGIS table NT44 (AK8001)",8700,108.4382,38.6389,20200,,,918.76,"wave_coverage_differs"
"G1302930",1870,1870,"Upson, Georgia","Upson","Georgia","130","Upson","2930",9430,1870,20,"total religious edifices from NHGIS table NT44 (AK8001)",4600,48.7805,21.2089,12000,,,847.58,"wave_coverage_differs"
"G4950675",1870,1870,"Utah, Utah Territory","Utah","Utah Territory","495","Utah","0675",12203,1870,9,"total religious edifices from NHGIS table NT44 (AK8001)",4300,35.2372,7.3752,60000,,,5474.04,"wave_coverage_differs"
"G4804630",1870,1870,"Uvalde, Texas","Uvalde","Texas","480","Uvalde","4630",851,1870,0,"total religious edifices from NHGIS table NT44 (AK8001)",0,0,0,0,,,4036.83,"wave_coverage_differs"
"G3550555",1870,1870,"Valencia, New Mexico Territory","Valencia","New Mexico Territory","355","Valencia","0555",9093,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",8000,87.9798,14.2967,12578,,,23496.86,"wave_coverage_differs"
"G0501410",1870,1870,"Van Buren, Arkansas","Van Buren","Arkansas","050","Van Buren","1410",5107,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",3000,58.7429,11.7486,3500,,,3132.71,"wave_coverage_differs"
"G1901770",1870,1870,"Van Buren, Iowa","Van Buren","Iowa","190","Van Buren","1770",17672,1870,34,"total religious edifices from NHGIS table NT44 (AK8001)",9510,53.8139,19.2395,60250,,,1270.45,"wave_coverage_differs"
"G2601590",1870,1870,"Van Buren, Michigan","Van Buren","Michigan","260","Van Buren","1590",28829,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",8845,30.6809,10.4062,107900,,,1613.96,"wave_coverage_differs"
"G4701750",1870,1870,"Van Buren, Tennessee","Van Buren","Tennessee","470","Van Buren","1750",2725,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1500,55.0459,18.3486,2600,,,739.89,"wave_coverage_differs"
"G3901610",1870,1870,"Van Wert, Ohio","Van Wert","Ohio","390","Van Wert","1610",15823,1870,26,"total religious edifices from NHGIS table NT44 (AK8001)",6800,42.9754,16.4318,39550,,,1063,"wave_coverage_differs"
"G4804670",1870,1870,"Van Zandt, Texas","Van Zandt","Texas","480","Van Zandt","4670",6494,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",2300,35.4173,9.2393,9000,,,2247.26,"wave_coverage_differs"
"G1801630",1870,1870,"Vanderburgh, Indiana","Vanderburgh","Indiana","180","Vanderburgh","1630",33145,1870,39,"total religious edifices from NHGIS table NT44 (AK8001)",15225,45.9345,11.7665,811000,,,610.14,"wave_coverage_differs"
"G4201210",1870,1870,"Venango, Pennsylvania","Venango","Pennsylvania","420","Venango","1210",47925,1870,78,"total religious edifices from NHGIS table NT44 (AK8001)",28075,58.5811,16.2754,462100,,,1768.83,"wave_coverage_differs"
"G1701830",1870,1870,"Vermilion, Illinois","Vermilion","Illinois","170","Vermilion","1830",30388,1870,25,"total religious edifices from NHGIS table NT44 (AK8001)",7650,25.1744,8.2269,48600,,,2334.29,"wave_coverage_differs"
"G1801650",1870,1870,"Vermillion, Indiana","Vermillion","Indiana","180","Vermillion","1650",10840,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",3000,27.6753,10.1476,15000,,,673.21,"wave_coverage_differs"
"G2201130",1870,1870,"Vermillion, Louisiana","Vermillion","Louisiana","220","Vermilion","1130",4528,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",2500,55.212,11.0424,6600,,,3368.92,"wave_coverage_differs"
"G2902170",1870,1870,"Vernon, Missouri","Vernon","Missouri","290","Vernon","2170",11247,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",600,5.3348,1.7783,3200,,,2167.38,"wave_coverage_differs"
"G5501230",1870,1870,"Vernon, Wisconsin","Vernon","Wisconsin","550","Vernon","1230",18645,1870,15,"total religious edifices from NHGIS table NT44 (AK8001)",4375,23.4647,8.0451,21000,,,2114.48,"wave_coverage_differs"
"G4804690",1870,1870,"Victoria, Texas","Victoria","Texas","480","Victoria","4690",4860,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",1700,34.9794,10.2881,3100,,,2300.13,"wave_coverage_differs"
"G1801670",1870,1870,"Vigo, Indiana","Vigo","Indiana","180","Vigo","1670",33549,1870,43,"total religious edifices from NHGIS table NT44 (AK8001)",11425,34.0547,12.8171,276400,,,1063.04,"wave_coverage_differs"
"G3901630",1870,1870,"Vinton, Ohio","Vinton","Ohio","390","Vinton","1630",15027,1870,51,"total religious edifices from NHGIS table NT44 (AK8001)",14910,99.2214,33.9389,73750,,,1074.79,"wave_coverage_differs"
"G1201270",1870,1870,"Volusia, Florida","Volusia","Florida","120","Volusia","1270",1723,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",100,5.8038,11.6077,100,,,4629.22,"wave_coverage_differs"
"G1701850",1870,1870,"Wabash, Illinois","Wabash","Illinois","170","Wabash","1850",8841,1870,25,"total religious edifices from NHGIS table NT44 (AK8001)",11500,130.0758,28.2773,47500,,,589.52,"wave_coverage_differs"
"G1801690",1870,1870,"Wabash, Indiana","Wabash","Indiana","180","Wabash","1690",21305,1870,53,"total religious edifices from NHGIS table NT44 (AK8001)",18900,88.7116,24.8768,138000,,,1090.32,"wave_coverage_differs"
"G2701570",1870,1870,"Wabasha, Minnesota","Wabasha","Minnesota","270","Wabasha","1570",15859,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",6700,42.2473,18.9167,72500,,,1423.52,"wave_coverage_differs"
"G2001970",1870,1870,"Wabaunsee, Kansas","Wabaunsee","Kansas","200","Wabaunsee","1970",3362,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",400,11.8977,2.9744,4000,,,2216.93,"wave_coverage_differs"
"G2701590",1870,1870,"Wadena, Minnesota","Wadena","Minnesota","270","Wadena","1590",6,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1399.23,"wave_coverage_differs"
"G5350475",1870,1870,"Wahkiakum, Washington Territory","Wahkiakum","Washington Territory","535","Wahkiakum","0475",270,1870,,"total religious edifices from NHGIS table NT44 (AK8001)",,,,,,,1072.8,"wave_coverage_differs"
"G3701830",1870,1870,"Wake, North Carolina","Wake","North Carolina","370","Wake","1830",35617,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",5150,14.4594,3.0884,35400,,,2443.62,"wave_coverage_differs"
"G1201290",1870,1870,"Wakulla, Florida","Wakulla","Florida","120","Wakulla","1290",2506,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",650,25.9377,43.8947,700,,,1592.05,"wave_coverage_differs"
"G2300270",1870,1870,"Waldo, Maine","Waldo","Maine","230","Waldo","0270",34522,1870,53,"total religious edifices from NHGIS table NT44 (AK8001)",16790,48.6357,15.3525,178400,,,1957.05,"wave_coverage_differs"
"G0101270",1870,1870,"Walker, Alabama","Walker","Alabama","010","Walker","1270",6543,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",5050,77.1817,45.8505,7300,,,2375.5,"wave_coverage_differs"
"G1302950",1870,1870,"Walker, Georgia","Walker","Georgia","130","Walker","2950",9925,1870,37,"total religious edifices from NHGIS table NT44 (AK8001)",9365,94.3577,37.2796,11555,,,1156.83,"wave_coverage_differs"
"G4804710",1870,1870,"Walker, Texas","Walker","Texas","480","Walker","4710",9776,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",2400,24.5499,6.1375,15000,,,2367.06,"wave_coverage_differs"
"G5350495",1870,1870,"Walla Walla, Washington Territory","Walla Walla","Washington Territory","535","Walla Walla","0495",5300,1870,7,"total religious edifices from NHGIS table NT44 (AK8001)",1050,19.8113,13.2075,10650,,,9146.18,"wave_coverage_differs"
"G2001990",1870,1870,"Wallace, Kansas","Wallace","Kansas","200","Wallace","1990",538,1870,0,"total religious edifices from NHGIS table NT44 (AK8001)",0,0,0,0,,,5607.61,"wave_coverage_differs"
"G1201310",1870,1870,"Walton, Florida","Walton","Florida","120","Walton","1310",3041,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",1350,44.3933,26.3071,300,,,3569.82,"wave_coverage_differs"
"G1302970",1870,1870,"Walton, Georgia","Walton","Georgia","130","Walton","2970",11038,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",10000,90.5961,27.1788,13100,,,956.09,"wave_coverage_differs"
"G5501270",1870,1870,"Walworth, Wisconsin","Walworth","Wisconsin","550","Walworth","1270",25972,1870,44,"total religious edifices from NHGIS table NT44 (AK8001)",12700,48.8988,16.9413,84000,,,1493.27,"wave_coverage_differs"
"G1901790",1870,1870,"Wapello, Iowa","Wapello","Iowa","190","Wapello","1790",22346,1870,31,"total religious edifices from NHGIS table NT44 (AK8001)",8900,39.8282,13.8727,90000,,,1129.29,"wave_coverage_differs"
"G1302990",1870,1870,"Ware, Georgia","Ware","Georgia","130","Ware","2990",2286,1870,11,"total religious edifices from NHGIS table NT44 (AK8001)",1100,48.119,48.119,1000,,,2412.34,"wave_coverage_differs"
"G1303010",1870,1870,"Warren, Georgia","Warren","Georgia","130","Warren","3010",10545,1870,15,"total religious edifices from NHGIS table NT44 (AK8001)",8400,79.6586,14.2248,14750,,,994.46,"wave_coverage_differs"
"G1701870",1870,1870,"Warren, Illinois","Warren","Illinois","170","Warren","1870",23174,1870,30,"total religious edifices from NHGIS table NT44 (AK8001)",9800,42.2888,12.9455,116700,,,1406.5,"wave_coverage_differs"
"G1801710",1870,1870,"Warren, Indiana","Warren","Indiana","180","Warren","1710",10204,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",3000,29.4002,12.7401,25000,,,948.94,"wave_coverage_differs"
"G1901810",1870,1870,"Warren, Iowa","Warren","Iowa","190","Warren","1810",17980,1870,24,"total religious edifices from NHGIS table NT44 (AK8001)",5125,28.5039,13.3482,75500,,,1484.97,"wave_coverage_differs"
"G2102270",1870,1870,"Warren, Kentucky","Warren","Kentucky","210","Warren","2270",21742,1870,45,"total religious edifices from NHGIS table NT44 (AK8001)",10300,47.3737,20.6973,145000,,,1419.04,"wave_coverage_differs"
"G2801490",1870,1870,"Warren, Mississippi","Warren","Mississippi","280","Warren","1490",26769,1870,22,"total religious edifices from NHGIS table NT44 (AK8001)",6600,24.6554,8.2185,173000,,,1774.46,"wave_coverage_differs"
"G2902190",1870,1870,"Warren, Missouri","Warren","Missouri","290","Warren","2190",9673,1870,21,"total religious edifices from NHGIS table NT44 (AK8001)",2500,25.8451,21.7099,15600,,,1133.86,"wave_coverage_differs"
"G3400410",1870,1870,"Warren, New Jersey","Warren","New Jersey","340","Warren","0410",34336,1870,76,"total religious edifices from NHGIS table NT44 (AK8001)",40570,118.1559,22.1342,678000,,,939.8,"wave_coverage_differs"
"G3601130",1870,1870,"Warren, New York","Warren","New York","360","Warren","1130",22592,1870,35,"total religious edifices from NHGIS table NT44 (AK8001)",7875,34.8575,15.4922,103300,,,2412.84,"wave_coverage_differs"
"G3701850",1870,1870,"Warren, North Carolina","Warren","North Carolina","370","Warren","1850",17768,1870,26,"total religious edifices from NHGIS table NT44 (AK8001)",7475,42.07,14.633,18500,,,1354.62,"wave_coverage_differs"
"G3901650",1870,1870,"Warren, Ohio","Warren","Ohio","390","Warren","1650",26689,1870,73,"total religious edifices from NHGIS table NT44 (AK8001)",26050,97.6058,27.3521,267730,,,1054.88,"wave_coverage_differs"
"G4201230",1870,1870,"Warren, Pennsylvania","Warren","Pennsylvania","420","Warren","1230",23897,1870,29,"total religious edifices from NHGIS table NT44 (AK8001)",9545,39.9423,12.1354,152800,,,2325.31,"wave_coverage_differs"
"G4701770",1870,1870,"Warren, Tennessee","Warren","Tennessee","470","Warren","1770",12714,1870,36,"total religious edifices from NHGIS table NT44 (AK8001)",10100,79.44,28.3152,29000,,,1124.15,"wave_coverage_differs"
"G5101870",1870,1870,"Warren, Virginia","Warren","Virginia","510","Warren","1870",5716,1870,13,"total religious edifices from NHGIS table NT44 (AK8001)",3800,66.4801,22.7432,11200,,,560.3,"wave_coverage_differs"
"G1801730",1870,1870,"Warrick, Indiana","Warrick","Indiana","180","Warrick","1730",17653,1870,40,"total religious edifices from NHGIS table NT44 (AK8001)",11500,65.1447,22.659,48400,,,1011.94,"wave_coverage_differs"
"G5101890",1870,1870,"Warwick, Virginia","Warwick","Virginia","510","Warwick","1890",1672,1870,5,"total religious edifices from NHGIS table NT44 (AK8001)",550,32.8947,29.9043,4000,,,179.07,"wave_coverage_differs"
"G4950715",1870,1870,"Wasatch, Utah Territory","Wasatch","Utah Territory","495","Wasatch","0715",1244,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",1000,80.3859,8.0386,2500,,,19028.93,"wave_coverage_differs"
"G4100650",1870,1870,"Wasco, Oregon","Wasco","Oregon","410","Wasco","0650",2509,1870,3,"total religious edifices from NHGIS table NT44 (AK8001)",700,27.8996,11.957,12000,,,43482.44,"wave_coverage_differs"
"G2701610",1870,1870,"Waseca, Minnesota","Waseca","Minnesota","270","Waseca","1610",7854,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",1800,22.9183,10.1859,12000,,,1121.4,"wave_coverage_differs"
"G0101290",1870,1870,"Washington, Alabama","Washington","Alabama","010","Washington","1290",3912,1870,18,"total religious edifices from NHGIS table NT44 (AK8001)",2800,71.5746,46.0123,3150,,,2840.04,"wave_coverage_differs"
"G0501430",1870,1870,"Washington, Arkansas","Washington","Arkansas","050","Washington","1430",17266,1870,46,"total religious edifices from NHGIS table NT44 (AK8001)",8650,50.0985,26.642,20200,,,2467.36,"wave_coverage_differs"
"G1201330",1870,1870,"Washington, Florida","Washington","Florida","120","Washington","1330",2302,1870,6,"total religious edifices from NHGIS table NT44 (AK8001)",1000,43.4405,26.0643,2850,,,4037.52,"wave_coverage_differs"
"G1303030",1870,1870,"Washington, Georgia","Washington","Georgia","130","Washington","3030",15842,1870,31,"total religious edifices from NHGIS table NT44 (AK8001)",6450,40.7146,19.5682,25800,,,1772.48,"wave_coverage_differs"
"G1701890",1870,1870,"Washington, Illinois","Washington","Illinois","170","Washington","1890",17599,1870,41,"total religious edifices from NHGIS table NT44 (AK8001)",10850,61.6512,23.2968,109600,,,1460.51,"wave_coverage_differs"
"G1801750",1870,1870,"Washington, Indiana","Washington","Indiana","180","Washington","1750",18495,1870,62,"total religious edifices from NHGIS table NT44 (AK8001)",19350,104.6229,33.5226,75600,,,1337.96,"wave_coverage_differs"
"G1901830",1870,1870,"Washington, Iowa","Washington","Iowa","190","Washington","1830",18952,1870,43,"total religious edifices from NHGIS table NT44 (AK8001)",12900,68.0667,22.6889,121475,,,1478.58,"wave_coverage_differs"
"G2002010",1870,1870,"Washington, Kansas","Washington","Kansas","200","Washington","2010",4081,1870,2,"total religious edifices from NHGIS table NT44 (AK8001)",550,13.4771,4.9008,12000,,,2327.55,"wave_coverage_differs"
"G2102290",1870,1870,"Washington, Kentucky","Washington","Kentucky","210","Washington","2290",12464,1870,25,"total religious edifices from NHGIS table NT44 (AK8001)",12750,102.2946,20.0578,408300,,,797.46,"wave_coverage_differs"
"G2201170",1870,1870,"Washington, Louisiana","Washington","Louisiana","220","Washington","1170",3330,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",2100,63.0631,24.024,1400,,,1750.55,"wave_coverage_differs"
"G2300290",1870,1870,"Washington, Maine","Washington","Maine","230","Washington","0290",43343,1870,83,"total religious edifices from NHGIS table NT44 (AK8001)",22650,52.2576,19.1496,245500,,,7138.62,"wave_coverage_differs"
"G2400430",1870,1870,"Washington, Maryland","Washington","Maryland","240","Washington","0430",34712,1870,90,"total religious edifices from NHGIS table NT44 (AK8001)",29625,85.3451,25.9276,401000,,,1210.47,"wave_coverage_differs"
"G2701630",1870,1870,"Washington, Minnesota","Washington","Minnesota","270","Washington","1630",11809,1870,28,"total religious edifices from NHGIS table NT44 (AK8001)",5930,50.2159,23.7107,99900,,,1094.87,"wave_coverage_differs"
"G2801510",1870,1870,"Washington, Mississippi","Washington","Mississippi","280","Washington","1510",14569,1870,12,"total religious edifices from NHGIS table NT44 (AK8001)",2000,13.7278,8.2367,5300,,,3086.94,"wave_coverage_differs"
"G2902210",1870,1870,"Washington, Missouri","Washington","Missouri","290","Washington","2210",11719,1870,53,"total religious edifices from NHGIS table NT44 (AK8001)",7550,64.4253,45.2257,31300,,,1974.83,"wave_coverage_differs"
"G3101770",1870,1870,"Washington, Nebraska","Washington","Nebraska","310","Washington","1770",4452,1870,1,"total religious edifices from NHGIS table NT44 (AK8001)",150,3.3693,2.2462,600,,,1018.37,"wave_coverage_differs"
"G3601150",1870,1870,"Washington, New York","Washington","New York","360","Washington","1150",49568,1870,97,"total religious edifices from NHGIS table NT44 (AK8001)",36197,73.0249,19.5691,456490,,,2190.81,"wave_coverage_differs"
"G3701870",1870,1870,"Washington, North Carolina","Washington","North Carolina","370","Washington","1870",6516,1870,16,"total religious edifices from NHGIS table NT44 (AK8001)",7600,116.636,24.5549,14150,,,975.69,"wave_coverage_differs"
"G3901670",1870,1870,"Washington, Ohio","Washington","Ohio","390","Washington","1670",40609,1870,103,"total religious edifices from NHGIS table NT44 (AK8001)",38900,95.7916,25.3638,324100,,,1657.58,"wave_coverage_differs"
"G4100670",1870,1870,"Washington, Oregon","Washington","Oregon","410","Washington","0670",4261,1870,9,"total religious edifices from NHGIS table NT44 (AK8001)",2250,52.8045,21.1218,17000,,,1771.01,"wave_coverage_differs"
"G4201250",1870,1870,"Washington, Pennsylvania","Washington","Pennsylvania","420","Washington","1250",48483,1870,129,"total religious edifices from NHGIS table NT44 (AK8001)",48775,100.6023,26.6073,613600,,,2229.76,"wave_coverage_differs"
"G4400090",1870,1870,"Washington, Rhode Island","Washington","Rhode Island","440","Washington","0090",20097,1870,47,"total religious edifices from NHGIS table NT44 (AK8001)",13486,67.1045,23.3866,141800,,,880.37,"wave_coverage_differs"
"G4701790",1870,1870,"Washington, Tennessee","Washington","Tennessee","470","Washington","1790",16317,1870,49,"total religious edifices from NHGIS table NT44 (AK8001)",16200,99.283,30.03,34900,,,1226.07,"wave_coverage_differs"
"G4804770",1870,1870,"Washington, Texas","Washington","Texas","480","Washington","4770",23104,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",3450,14.9325,3.4626,15000,,,2094.44,"wave_coverage_differs"
"G4950735",1870,1870,"Washington, Utah Territory","Washington","Utah Territory","495","Washington","0735",3064,1870,8,"total religious edifices from NHGIS table NT44 (AK8001)",3000,97.9112,26.1097,20000,,,9980.29,"wave_coverage_differs"
"G5000230",1870,1870,"Washington, Vermont","Washington","Vermont","500","Washington","0230",26520,1870,56,"total religious edifices from NHGIS table NT44 (AK8001)",18425,69.4759,21.1161,352800,,,1824.87,"wave_coverage_differs"
