"country_code","boundary_set_id","boundary_level","area_unit_id","area_code","area_name","year","population_total","population_total_basis","religious_affiliation_count","religious_affiliation_percent","no_religion_count","no_religion_percent","place_count","places_per_10000_residents","place_density_per_sq_km","land_area_sq_km","site_snapshot_date","place_count_basis","source_dataset_ids","quality_flag"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221556742","SK0221556742","Pochabany",2021,258,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",218,84.5,37,14.34,,,,4.51,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0221556793","SK0221556793","Borčany",2021,263,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",238,90.49,25,9.51,,,,3.16,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222512885","SK0222512885","Bolešov",2021,1535,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1299,84.63,208,13.55,,,,15.14,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222512931","SK0222512931","Červený Kameň",2021,670,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",598,89.25,58,8.66,,,,32.61,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222513016","SK0222513016","Dubnica nad Váhom",2021,22595,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",14224,62.95,6422,28.42,,,,49.14,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222513024","SK0222513024","Dulov",2021,918,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",820,89.32,63,6.86,,,,5.33,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222513091","SK0222513091","Horná Poruba",2021,1084,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",987,91.05,91,8.39,,,,13.68,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222513156","SK0222513156","Ilava",2021,5572,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",4097,73.53,1091,19.58,,,,24.34,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222513253","SK0222513253","Košeca",2021,2734,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",2112,77.25,535,19.57,,,,18.74,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222513296","SK0222513296","Ladce",2021,2514,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1772,70.49,559,22.24,,,,15.46,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222513351","SK0222513351","Košecké Podhradie",2021,1047,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",846,80.8,166,15.85,,,,37.13,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222513385","SK0222513385","Mikušovce (Okres Ilava)",2021,1050,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",904,86.1,114,10.86,,,,8.45,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222513440","SK0222513440","Nová Dubnica",2021,10884,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",6511,59.82,3589,32.98,,,,11.45,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222513598","SK0222513598","Pruské",2021,2310,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",1897,82.12,292,12.64,,,,12.93,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222513725","SK0222513725","Tuchyňa",2021,806,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",723,89.7,67,8.31,,,,5.51,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222513865","SK0222513865","Zliechov",2021,580,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",507,87.41,55,9.48,,,,54.22,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222557391","SK0222557391","Borčice",2021,712,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",519,72.89,158,22.19,,,,3.94,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222557404","SK0222557404","Kameničany",2021,563,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",490,87.03,64,11.37,,,,5.05,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222557412","SK0222557412","Sedmerovec",2021,426,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",382,89.67,38,8.92,,,,6.2,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222557421","SK0222557421","Slavnica",2021,825,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",713,86.42,106,12.85,,,,7.47,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222557617","SK0222557617","Krivoklát",2021,238,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",206,86.55,23,9.66,,,,10.78,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222557625","SK0222557625","Vršatské Podhradie",2021,222,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",193,86.94,24,10.81,,,,13.33,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0222582301","SK0222582301","Bohunice (Okres Ilava)",2021,773,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",685,88.62,79,10.22,,,,7.01,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0223504254","SK0223504254","Brestovec (Okres Myjava)",2021,979,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",682,69.66,287,29.32,,,,17.56,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0223504262","SK0223504262","Brezová pod Bradlom",2021,4848,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",2686,55.4,1935,39.91,,,,41.15,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0223504289","SK0223504289","Bukovec (Okres Myjava)",2021,431,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",295,68.45,130,30.16,,,,15.25,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0223504408","SK0223504408","Chvojnica (Okres Myjava)",2021,346,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",298,86.13,38,10.98,,,,16.76,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0223504424","SK0223504424","Jablonka",2021,470,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",311,66.17,151,32.13,,,,12.52,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0223504467","SK0223504467","Košariská",2021,415,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",305,73.49,104,25.06,,,,11.54,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0223504581","SK0223504581","Myjava",2021,10985,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",5702,51.91,4403,40.08,,,,48.45,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0223504661","SK0223504661","Polianka",2021,396,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",264,66.67,115,29.04,,,,9.53,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0223504688","SK0223504688","Poriadie",2021,682,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",425,62.32,255,37.39,,,,7.7,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0223504696","SK0223504696","Priepasné",2021,354,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",266,75.14,85,24.01,,,,13.67,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
"SK","sk-municipality-2021-sodb","municipality","sk-municipality-2021-sodb:SK0223504793","SK0223504793","Rudník (Okres Myjava)",2021,817,"SODB 2021 total population denominator used in published shares; includes the category nezistené / not found out",467,57.16,336,41.13,,,,9.61,,,"sodb2021-z01-15-religious-belief-basic-results|sodb2021-disem-ob-geojson","sodb_published_total_denominator_includes_nezistene"
